Date,Exercise,Category,Weight_lbs,Reps,Volume,1RM,Workout_Type
8/26/2022,Barbell Squat,Legs,70,5,350,78.75787579,Hypertrophy
8/26/2022,Barbell Squat,Legs,70,5,350,78.75787579,Hypertrophy
8/26/2022,Barbell Squat,Legs,70,5,350,78.75787579,Hypertrophy
8/26/2022,Barbell Squat,Legs,70,5,350,78.75787579,Hypertrophy
8/30/2022,Barbell Deadlift,Hinge,95,6,570,110.3368177,Strength
8/30/2022,Barbell Deadlift,Hinge,95,6,570,110.3368177,Strength
8/30/2022,Barbell Deadlift,Hinge,95,6,570,110.3368177,Strength
8/30/2022,Barbell Deadlift,Hinge,95,6,570,110.3368177,Strength
8/30/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
8/30/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
8/30/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
8/30/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
8/30/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
8/30/2022,Barbell Deadlift,Hinge,95,6,570,110.3368177,Strength
9/1/2022,Barbell Overhead Press,Push,48,4,192,52.36744491,Strength
9/1/2022,Barbell Overhead Press,Push,48,4,192,52.36744491,Strength
9/1/2022,Barbell Overhead Press,Push,48,4,192,52.36744491,Strength
9/1/2022,Barbell Overhead Press,Push,48,5,240,54.00540054,Strength
9/5/2022,Barbell Bench Press,Push,62.5,3,187.5,66.17958492,Strength
9/5/2022,Barbell Bench Press,Push,62.5,3,187.5,66.17958492,Strength
9/5/2022,Barbell Bench Press,Push,62.5,3,187.5,66.17958492,Strength
9/5/2022,Barbell Bench Press,Push,62.5,3,187.5,66.17958492,Strength
9/5/2022,Barbell Bench Press,Push,60,6,360,69.68641115,Strength
9/6/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/6/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/6/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/6/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/6/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/6/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
9/6/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
9/6/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
9/6/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
9/6/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
9/8/2022,Barbell Overhead Press,Push,48,5,240,54.00540054,Strength
9/8/2022,Barbell Overhead Press,Push,48,5,240,54.00540054,Strength
9/8/2022,Barbell Overhead Press,Push,48,5,240,54.00540054,Strength
9/8/2022,Barbell Overhead Press,Push,48,5,240,54.00540054,Strength
9/8/2022,Barbell Overhead Press,Push,50.5,3,151.5,53.47310462,Strength
9/8/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
9/8/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
9/8/2022,Barbell Row,Pull,57.5,5,287.5,64.6939694,Strength
9/8/2022,Barbell Row,Pull,57.5,5,287.5,64.6939694,Strength
9/8/2022,Barbell Row,Pull,57.5,5,287.5,64.6939694,Strength
9/10/2022,Barbell Deadlift,Hinge,110,3,330,116.4760695,Strength
9/10/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/10/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/10/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/10/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/10/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
9/10/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
9/10/2022,Barbell Squat,Legs,70,4,280,76.36919049,Strength
9/10/2022,Barbell Squat,Legs,70,5,350,78.75787579,Strength
9/10/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/11/2022,Barbell Bench Press,Push,62.5,3,187.5,66.17958492,Strength
9/11/2022,Barbell Bench Press,Push,62.5,3,187.5,66.17958492,Strength
9/11/2022,Barbell Bench Press,Push,62.5,3,187.5,66.17958492,Strength
9/11/2022,Barbell Bench Press,Push,62.5,3,187.5,66.17958492,Strength
9/11/2022,Barbell Bench Press,Push,62.5,4,250,68.18677722,Strength
9/11/2022,Barbell Row,Pull,57.5,5,287.5,64.6939694,Strength
9/11/2022,Barbell Row,Pull,57.5,5,287.5,64.6939694,Strength
9/11/2022,Barbell Row,Pull,57.5,5,287.5,64.6939694,Strength
9/11/2022,Barbell Row,Pull,60,3,180,63.53240152,Strength
9/11/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
9/11/2022,Barbell Overhead Press,Push,50.5,3,151.5,53.47310462,Strength
9/11/2022,Barbell Overhead Press,Push,50.5,3,151.5,53.47310462,Strength
9/11/2022,Barbell Overhead Press,Push,50.5,3,151.5,53.47310462,Strength
9/11/2022,Barbell Overhead Press,Push,50.5,3,151.5,53.47310462,Strength
9/11/2022,Barbell Overhead Press,Push,50.5,3,151.5,53.47310462,Strength
9/13/2022,Barbell Deadlift,Hinge,110,4,440,120.0087279,Strength
9/13/2022,Barbell Deadlift,Hinge,110,4,440,120.0087279,Strength
9/13/2022,Barbell Deadlift,Hinge,110,4,440,120.0087279,Strength
9/13/2022,Barbell Deadlift,Hinge,110,4,440,120.0087279,Strength
9/13/2022,Barbell Deadlift,Hinge,110,4,440,120.0087279,Strength
9/13/2022,Barbell Squat,Legs,70,4,280,76.36919049,Strength
9/13/2022,Barbell Squat,Legs,70,4,280,76.36919049,Strength
9/13/2022,Barbell Squat,Legs,75,2,150,77.14462045,Strength
9/13/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/13/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/17/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/17/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/17/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/17/2022,Barbell Deadlift,Hinge,110,5,550,123.7623762,Strength
9/17/2022,Barbell Deadlift,Hinge,115,4,460,125.4636701,Strength
9/17/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/17/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/17/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/17/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/17/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/19/2022,Barbell Bench Press,Push,62.5,4,250,68.18677722,Strength
9/19/2022,Barbell Bench Press,Push,62.5,4,250,68.18677722,Strength
9/19/2022,Barbell Bench Press,Push,62.5,4,250,68.18677722,Strength
9/19/2022,Barbell Bench Press,Push,62.5,4,250,68.18677722,Strength
9/19/2022,Barbell Bench Press,Push,65,3,195,68.82676832,Strength
9/19/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
9/19/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
9/19/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
9/19/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
9/19/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
9/20/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/20/2022,Barbell Deadlift,Hinge,110,5,550,123.7623762,Strength
9/20/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/20/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/20/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
9/20/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/20/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/20/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/20/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/20/2022,Barbell Squat,Legs,75,4,300,81.82413266,Strength
9/22/2022,Barbell Overhead Press,Push,50.5,3,151.5,53.47310462,Strength
9/22/2022,Barbell Overhead Press,Push,50.5,3,151.5,53.47310462,Strength
9/22/2022,Barbell Overhead Press,Push,50.5,3,151.5,53.47310462,Strength
9/22/2022,Barbell Overhead Press,Push,50.5,4,202,55.09491599,Strength
9/22/2022,Barbell Overhead Press,Push,50.5,4,202,55.09491599,Strength
9/24/2022,Barbell Deadlift,Hinge,110,3,330,116.4760695,Strength
9/24/2022,Barbell Deadlift,Hinge,110,3,330,116.4760695,Strength
9/24/2022,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
9/24/2022,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
9/24/2022,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
9/24/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/24/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/24/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/24/2022,Barbell Squat,Legs,70,5,350,78.75787579,Strength
9/24/2022,Barbell Squat,Legs,70,5,350,78.75787579,Strength
9/25/2022,Barbell Bench Press,Push,65,3,195,68.82676832,Strength
9/25/2022,Barbell Bench Press,Push,65,3,195,68.82676832,Strength
9/25/2022,Barbell Bench Press,Push,65,3,195,68.82676832,Strength
9/25/2022,Barbell Bench Press,Push,65,3,195,68.82676832,Strength
9/25/2022,Barbell Bench Press,Push,65,3,195,68.82676832,Strength
9/25/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
9/25/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
9/25/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
9/25/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
9/25/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
9/25/2022,Barbell Overhead Press,Push,50.5,3,151.5,53.47310462,Strength
9/25/2022,Barbell Overhead Press,Push,50.5,3,151.5,53.47310462,Strength
9/25/2022,Barbell Overhead Press,Push,50.5,3,151.5,53.47310462,Strength
9/25/2022,Barbell Overhead Press,Push,48,6,288,55.74912892,Strength
9/25/2022,Barbell Overhead Press,Push,48,5,240,54.00540054,Strength
9/27/2022,Barbell Deadlift,Hinge,110,3,330,116.4760695,Strength
9/27/2022,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
9/27/2022,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
9/27/2022,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
9/27/2022,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
9/27/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/27/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/27/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/27/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/27/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/29/2022,Barbell Overhead Press,Push,53,2,106,54.51553178,Strength
9/29/2022,Barbell Overhead Press,Push,53,2,106,54.51553178,Strength
9/29/2022,Barbell Overhead Press,Push,53,1,53,53,Strength
9/29/2022,Barbell Overhead Press,Push,53,1,53,53,Strength
9/29/2022,Barbell Overhead Press,Push,53,1,53,53,Strength
9/29/2022,Barbell Row,Pull,65,4,260,70.91424831,Strength
9/29/2022,Barbell Row,Pull,65,4,260,70.91424831,Strength
9/29/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
9/29/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
9/29/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
9/29/2022,Barbell Bench Press,Push,65,2,130,66.85867106,Strength
9/29/2022,Barbell Bench Press,Push,65,2,130,66.85867106,Strength
9/30/2022,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
9/30/2022,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
9/30/2022,Barbell Deadlift,Hinge,115,4,460,125.4636701,Strength
9/30/2022,Barbell Deadlift,Hinge,115,5,575,129.3879388,Strength
9/30/2022,Barbell Deadlift,Hinge,120,2,240,123.4313927,Strength
9/30/2022,Barbell Deadlift,Hinge,125,2,250,128.5743674,Strength
9/30/2022,Barbell Squat,Legs,75,4,300,81.82413266,Strength
9/30/2022,Barbell Squat,Legs,75,4,300,81.82413266,Strength
9/30/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/30/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
9/30/2022,Barbell Squat,Legs,75,3,225,79.41550191,Strength
10/8/2022,Barbell Deadlift,Hinge,100,5,500,112.5112511,Strength
10/8/2022,Barbell Deadlift,Hinge,100,5,500,112.5112511,Strength
10/8/2022,Barbell Deadlift,Hinge,100,5,500,112.5112511,Strength
10/8/2022,Barbell Deadlift,Hinge,100,3,300,105.8873359,Strength
10/8/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
10/8/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
10/8/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
10/8/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
10/8/2022,Barbell Row,Pull,55,5,275,61.88118812,Strength
10/8/2022,Barbell Row,Pull,55,5,275,61.88118812,Strength
10/8/2022,Barbell Row,Pull,55,5,275,61.88118812,Strength
10/8/2022,Barbell Row,Pull,55,5,275,61.88118812,Strength
10/8/2022,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
10/8/2022,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
10/8/2022,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
10/8/2022,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
10/10/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
10/10/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
10/10/2022,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
